,번호,정답,난이도,배점,정답률,선지1,선지2,선지3,선지4,선지5,시험과목,시험일,시험구분
4333,14,1,중하,4,84%,84%,9%,2%,4%,1%,수학(가),2016.11.17,수능
4334,15,4,중하,4,86%,7%,3%,3%,86%,2%,수학(가),2016.11.17,수능
4335,16,2,중하,4,84%,5%,84%,4%,5%,1%,수학(가),2016.11.17,수능
4336,17,2,중하,4,88%,3%,88%,4%,3%,1%,수학(가),2016.11.17,수능
4337,18,3,중하,4,84%,7%,4%,84%,3%,2%,수학(가),2016.11.17,수능
4338,19,1,중,4,71%,71%,6%,9%,6%,7%,수학(가),2016.11.17,수능
4339,20,5,중,4,72%,8%,2%,13%,4%,72%,수학(가),2016.11.17,수능
4340,21,4,상,4,45%,12%,11%,8%,45%,24%,수학(가),2016.11.17,수능
4341,22,10,하,3,91%,9% (주관식),,,,,수학(가),2016.11.17,수능
4342,23,6,하,3,93%,7% (주관식),,,,,수학(가),2016.11.17,수능
4343,24,16,중하,3,83%,17% (주관식),,,,,수학(가),2016.11.17,수능
4344,25,7,중하,3,86%,14% (주관식),,,,,수학(가),2016.11.17,수능
4345,26,11,중,4,76%,24% (주관식),,,,,수학(가),2016.11.17,수능
4346,27,32,상,4,44%,56% (주관식),,,,,수학(가),2016.11.17,수능
4347,28,12,중,4,79%,21% (주관식),,,,,수학(가),2016.11.17,수능
4348,29,19,최상,4,19%,81% (주관식),,,,,수학(가),2016.11.17,수능
4349,30,216,최상,4,3%,97% (주관식),,,,,수학(가),2016.11.17,수능
4350,1,2,하,2,92%,2%,92%,2%,3%,1%,수학(나),2016.11.17,수능
4351,2,3,하,2,95%,2%,1%,95%,1%,0%,수학(나),2016.11.17,수능
4352,3,1,하,2,92%,92%,3%,2%,2%,1%,수학(나),2016.11.17,수능
4353,4,5,하,3,92%,2%,1%,2%,3%,92%,수학(나),2016.11.17,수능
4354,5,2,하,3,92%,2%,92%,3%,2%,1%,수학(나),2016.11.17,수능
4355,6,5,하,3,93%,2%,1%,2%,2%,93%,수학(나),2016.11.17,수능
4356,7,4,중하,3,84%,4%,8%,2%,84%,2%,수학(나),2016.11.17,수능
4357,8,3,하,3,92%,3%,2%,92%,2%,2%,수학(나),2016.11.17,수능
4358,9,2,중하,3,88%,3%,88%,2%,6%,2%,수학(나),2016.11.17,수능
4359,10,5,중하,3,83%,3%,3%,7%,4%,83%,수학(나),2016.11.17,수능
4360,11,1,중하,3,89%,89%,3%,2%,4%,2%,수학(나),2016.11.17,수능
4361,12,1,중하,3,84%,84%,2%,4%,4%,5%,수학(나),2016.11.17,수능
4362,13,3,하,3,92%,2%,2%,92%,2%,1%,수학(나),2016.11.17,수능
4363,14,4,중하,4,89%,2%,3%,3%,89%,2%,수학(나),2016.11.17,수능
4364,15,1,하,4,90%,90%,2%,2%,4%,2%,수학(나),2016.11.17,수능
4365,16,4,중하,4,82%,5%,7%,4%,82%,2%,수학(나),2016.11.17,수능
4366,17,3,중,4,73%,3%,6%,73%,9%,8%,수학(나),2016.11.17,수능
4367,18,4,중,4,68%,4%,14%,8%,68%,6%,수학(나),2016.11.17,수능
4368,19,2,중,4,70%,5%,70%,9%,12%,4%,수학(나),2016.11.17,수능
4369,20,5,중상,4,59%,6%,3%,20%,11%,59%,수학(나),2016.11.17,수능
4370,21,4,상,4,37%,9%,17%,15%,37%,24%,수학(나),2016.11.17,수능
4371,22,30,중하,3,86%,14% (주관식),,,,,수학(나),2016.11.17,수능
4372,23,24,중하,3,89%,11% (주관식),,,,,수학(나),2016.11.17,수능
4373,24,7,하,3,92%,8% (주관식),,,,,수학(나),2016.11.17,수능
4374,25,150,중하,3,83%,17% (주관식),,,,,수학(나),2016.11.17,수능
4375,26,2,중,4,73%,27% (주관식),,,,,수학(나),2016.11.17,수능
4376,27,32,상,4,32%,68% (주관식),,,,,수학(나),2016.11.17,수능
4377,28,16,중,4,60%,40% (주관식),,,,,수학(나),2016.11.17,수능
4378,29,62,상,4,48%,52% (주관식),,,,,수학(나),2016.11.17,수능
4379,30,65,최상,4,7%,93% (주관식),,,,,수학(나),2016.11.17,수능
4380,1,4,하,2,92%,5%,2%,1%,92%,1%,수학(가),2016.10.11,학력평가
4381,2,5,하,2,93%,3%,2%,1%,1%,93%,수학(가),2016.10.11,학력평가
4382,3,1,하,2,94%,94%,2%,2%,1%,1%,수학(가),2016.10.11,학력평가
4383,4,4,하,3,93%,3%,1%,2%,93%,1%,수학(가),2016.10.11,학력평가
4384,5,4,하,3,91%,3%,2%,2%,91%,1%,수학(가),2016.10.11,학력평가
4385,6,1,하,3,94%,94%,1%,2%,2%,1%,수학(가),2016.10.11,학력평가
4386,7,5,중,3,76%,3%,14%,4%,4%,76%,수학(가),2016.10.11,학력평가
4387,8,5,중하,3,89%,4%,2%,3%,2%,89%,수학(가),2016.10.11,학력평가
4388,9,1,중하,3,88%,88%,2%,3%,6%,2%,수학(가),2016.10.11,학력평가
4389,10,4,하,3,91%,4%,2%,1%,91%,2%,수학(가),2016.10.11,학력평가
4390,11,5,중하,3,82%,4%,6%,3%,4%,82%,수학(가),2016.10.11,학력평가
4391,12,2,중하,3,85%,5%,85%,3%,4%,3%,수학(가),2016.10.11,학력평가
4392,13,3,하,3,90%,4%,3%,90%,2%,1%,수학(가),2016.10.11,학력평가
4393,14,1,중하,4,89%,89%,4%,3%,3%,2%,수학(가),2016.10.11,학력평가
4394,15,3,중하,4,87%,4%,3%,87%,3%,3%,수학(가),2016.10.11,학력평가
4395,16,5,중하,4,84%,6%,3%,3%,3%,84%,수학(가),2016.10.11,학력평가
4396,17,3,중,4,68%,9%,5%,68%,10%,8%,수학(가),2016.10.11,학력평가
4397,18,2,중,4,78%,6%,78%,6%,4%,6%,수학(가),2016.10.11,학력평가
4398,19,2,중,4,75%,7%,75%,5%,12%,2%,수학(가),2016.10.11,학력평가
4399,20,2,중하,4,86%,4%,86%,5%,3%,2%,수학(가),2016.10.11,학력평가
4400,21,3,중상,4,59%,13%,4%,59%,4%,20%,수학(가),2016.10.11,학력평가
4401,22,80,중하,3,85%,15% (주관식),,,,,수학(가),2016.10.11,학력평가
4402,23,6,중하,3,82%,18% (주관식),,,,,수학(가),2016.10.11,학력평가
4403,24,3,하,3,90%,10% (주관식),,,,,수학(가),2016.10.11,학력평가
4404,25,120,중하,3,85%,15% (주관식),,,,,수학(가),2016.10.11,학력평가
4405,26,20,중,4,78%,22% (주관식),,,,,수학(가),2016.10.11,학력평가
4406,27,47,중,4,66%,34% (주관식),,,,,수학(가),2016.10.11,학력평가
4407,28,25,중,4,66%,34% (주관식),,,,,수학(가),2016.10.11,학력평가
4408,29,24,상,4,44%,56% (주관식),,,,,수학(가),2016.10.11,학력평가
4409,30,243,최상,4,19%,81% (주관식),,,,,수학(가),2016.10.11,학력평가
4410,1,2,하,2,92%,3%,92%,2%,1%,2%,수학(나),2016.10.11,학력평가
4411,2,4,하,2,92%,2%,2%,3%,92%,1%,수학(나),2016.10.11,학력평가
4412,3,3,하,2,93%,2%,2%,93%,1%,2%,수학(나),2016.10.11,학력평가
4413,4,2,하,3,92%,2%,92%,2%,2%,1%,수학(나),2016.10.11,학력평가
4414,5,1,중하,3,88%,88%,3%,3%,2%,3%,수학(나),2016.10.11,학력평가
4415,6,5,하,3,91%,3%,2%,3%,1%,91%,수학(나),2016.10.11,학력평가
4416,7,3,중하,3,88%,4%,3%,88%,3%,3%,수학(나),2016.10.11,학력평가
4417,8,1,하,3,90%,90%,3%,3%,2%,1%,수학(나),2016.10.11,학력평가
4418,9,4,하,3,90%,3%,3%,3%,90%,1%,수학(나),2016.10.11,학력평가
4419,10,4,중,3,70%,11%,8%,6%,70%,5%,수학(나),2016.10.11,학력평가
4420,11,1,중,3,78%,78%,3%,5%,11%,3%,수학(나),2016.10.11,학력평가
4421,12,5,중하,3,86%,4%,3%,3%,4%,86%,수학(나),2016.10.11,학력평가
4422,13,3,중하,3,85%,5%,4%,85%,3%,3%,수학(나),2016.10.11,학력평가
4423,14,2,중상,4,53%,4%,53%,5%,37%,1%,수학(나),2016.10.11,학력평가
4424,15,3,중,4,69%,9%,13%,69%,5%,3%,수학(나),2016.10.11,학력평가
4425,16,5,중하,4,86%,4%,4%,3%,4%,86%,수학(나),2016.10.11,학력평가
4426,17,2,중,4,67%,6%,67%,6%,13%,7%,수학(나),2016.10.11,학력평가
4427,18,2,중,4,76%,4%,76%,8%,7%,4%,수학(나),2016.10.11,학력평가
4428,19,5,중,4,69%,7%,7%,8%,9%,69%,수학(나),2016.10.11,학력평가
4429,20,4,상,4,47%,11%,14%,21%,47%,6%,수학(나),2016.10.11,학력평가
4430,21,1,중상,4,58%,58%,11%,16%,9%,6%,수학(나),2016.10.11,학력평가
4431,22,13,중하,3,87%,13% (주관식),,,,,수학(나),2016.10.11,학력평가
4432,23,32,중,3,75%,25% (주관식),,,,,수학(나),2016.10.11,학력평가
4433,24,9,중,3,79%,21% (주관식),,,,,수학(나),2016.10.11,학력평가
4434,25,16,중,3,71%,29% (주관식),,,,,수학(나),2016.10.11,학력평가
4435,26,42,중상,4,56%,44% (주관식),,,,,수학(나),2016.10.11,학력평가
4436,27,18,상,4,47%,53% (주관식),,,,,수학(나),2016.10.11,학력평가
4437,28,450,최상,4,26%,74% (주관식),,,,,수학(나),2016.10.11,학력평가
4438,29,19,상,4,41%,59% (주관식),,,,,수학(나),2016.10.11,학력평가
4439,30,396,최상,4,5%,95% (주관식),,,,,수학(나),2016.10.11,학력평가
4440,1,5,하,2,91%,5%,1%,2%,1%,91%,수학(가),2016.09.01,모의평가
4441,2,2,하,2,94%,3%,94%,2%,1%,1%,수학(가),2016.09.01,모의평가
4442,3,1,하,2,92%,92%,2%,2%,2%,1%,수학(가),2016.09.01,모의평가
4443,4,3,하,3,93%,3%,1%,93%,2%,1%,수학(가),2016.09.01,모의평가
4444,5,1,하,3,94%,94%,2%,2%,1%,1%,수학(가),2016.09.01,모의평가
4445,6,3,하,3,91%,4%,2%,91%,2%,2%,수학(가),2016.09.01,모의평가
4446,7,4,중하,3,88%,3%,5%,2%,88%,2%,수학(가),2016.09.01,모의평가
4447,8,2,하,3,91%,3%,91%,2%,2%,2%,수학(가),2016.09.01,모의평가
4448,9,4,하,3,91%,3%,3%,2%,91%,1%,수학(가),2016.09.01,모의평가
4449,10,5,하,3,90%,3%,2%,2%,2%,90%,수학(가),2016.09.01,모의평가
4450,11,2,하,3,91%,4%,91%,3%,2%,1%,수학(가),2016.09.01,모의평가
4451,12,3,중하,3,88%,4%,2%,88%,2%,4%,수학(가),2016.09.01,모의평가
4452,13,3,중하,3,88%,4%,3%,88%,4%,2%,수학(가),2016.09.01,모의평가
4453,14,1,중하,4,88%,88%,4%,3%,2%,3%,수학(가),2016.09.01,모의평가
4454,15,4,중하,4,89%,3%,4%,2%,89%,2%,수학(가),2016.09.01,모의평가
4455,16,5,중하,4,80%,8%,2%,6%,4%,80%,수학(가),2016.09.01,모의평가
4456,17,1,중,4,77%,77%,5%,9%,4%,5%,수학(가),2016.09.01,모의평가
4457,18,2,중하,4,82%,5%,82%,4%,6%,3%,수학(가),2016.09.01,모의평가
4458,19,5,중하,4,83%,9%,2%,3%,2%,83%,수학(가),2016.09.01,모의평가
4459,20,4,중하,4,84%,4%,5%,3%,84%,4%,수학(가),2016.09.01,모의평가
4460,21,3,상,4,40%,17%,11%,40%,17%,15%,수학(가),2016.09.01,모의평가
4461,22,21,하,3,91%,9% (주관식),,,,,수학(가),2016.09.01,모의평가
4462,23,25,중하,3,89%,11% (주관식),,,,,수학(가),2016.09.01,모의평가
4463,24,16,중하,3,86%,14% (주관식),,,,,수학(가),2016.09.01,모의평가
4464,25,136,중하,3,81%,19% (주관식),,,,,수학(가),2016.09.01,모의평가
4465,26,4,중하,4,86%,14% (주관식),,,,,수학(가),2016.09.01,모의평가
4466,27,22,중하,4,80%,20% (주관식),,,,,수학(가),2016.09.01,모의평가
4467,28,196,중,4,73%,27% (주관식),,,,,수학(가),2016.09.01,모의평가
4468,29,12,상,4,49%,51% (주관식),,,,,수학(가),2016.09.01,모의평가
4469,30,48,최상,4,13%,87% (주관식),,,,,수학(가),2016.09.01,모의평가
4470,1,4,하,2,93%,3%,2%,1%,93%,1%,수학(나),2016.09.01,모의평가
4471,2,3,하,2,94%,2%,2%,94%,1%,1%,수학(나),2016.09.01,모의평가
4472,3,2,하,2,93%,2%,93%,2%,1%,1%,수학(나),2016.09.01,모의평가
4473,4,1,중하,3,87%,87%,2%,6%,4%,1%,수학(나),2016.09.01,모의평가
4474,5,5,하,3,92%,3%,2%,2%,1%,92%,수학(나),2016.09.01,모의평가
4475,6,2,하,3,92%,3%,92%,2%,2%,1%,수학(나),2016.09.01,모의평가
4476,7,5,하,3,91%,3%,2%,2%,2%,91%,수학(나),2016.09.01,모의평가
4477,8,1,중하,3,87%,87%,5%,4%,3%,1%,수학(나),2016.09.01,모의평가
4478,9,1,중하,3,88%,88%,5%,4%,3%,1%,수학(나),2016.09.01,모의평가
4479,10,3,하,3,91%,3%,2%,91%,3%,1%,수학(나),2016.09.01,모의평가
4480,11,3,중하,3,85%,4%,4%,85%,5%,2%,수학(나),2016.09.01,모의평가
4481,12,5,중하,3,89%,3%,2%,3%,3%,89%,수학(나),2016.09.01,모의평가
4482,13,2,중하,3,89%,4%,89%,3%,2%,2%,수학(나),2016.09.01,모의평가
4483,14,2,중하,4,82%,5%,82%,6%,5%,2%,수학(나),2016.09.01,모의평가
4484,15,4,중하,4,86%,4%,3%,5%,86%,2%,수학(나),2016.09.01,모의평가
4485,16,3,중,4,68%,11%,7%,68%,7%,7%,수학(나),2016.09.01,모의평가
4486,17,4,중하,4,81%,5%,5%,5%,81%,4%,수학(나),2016.09.01,모의평가
4487,18,1,중,4,61%,61%,7%,15%,7%,10%,수학(나),2016.09.01,모의평가
4488,19,4,중하,4,82%,4%,7%,4%,82%,2%,수학(나),2016.09.01,모의평가
4489,20,5,중상,4,57%,7%,5%,21%,11%,57%,수학(나),2016.09.01,모의평가
4490,21,2,상,4,34%,15%,34%,16%,16%,19%,수학(나),2016.09.01,모의평가
4491,22,21,중하,3,88%,12% (주관식),,,,,수학(나),2016.09.01,모의평가
4492,23,24,중하,3,81%,19% (주관식),,,,,수학(나),2016.09.01,모의평가
4493,24,10,중하,3,85%,15% (주관식),,,,,수학(나),2016.09.01,모의평가
4494,25,2,중하,3,80%,20% (주관식),,,,,수학(나),2016.09.01,모의평가
4495,26,16,중,4,78%,22% (주관식),,,,,수학(나),2016.09.01,모의평가
4496,27,8,중,4,74%,26% (주관식),,,,,수학(나),2016.09.01,모의평가
4497,28,19,중상,4,50%,50% (주관식),,,,,수학(나),2016.09.01,모의평가
4498,29,43,상,4,42%,58% (주관식),,,,,수학(나),2016.09.01,모의평가
4499,30,65,최상,4,4%,96% (주관식),,,,,수학(나),2016.09.01,모의평가
4500,1,1,하,2,95%,95%,2%,2%,1%,1%,수학(가),2016.07.06,학력평가
4501,2,3,하,2,92%,3%,3%,92%,1%,1%,수학(가),2016.07.06,학력평가
4502,3,4,하,2,91%,3%,2%,2%,91%,1%,수학(가),2016.07.06,학력평가
4503,4,4,중하,3,86%,4%,5%,3%,86%,3%,수학(가),2016.07.06,학력평가
4504,5,2,하,3,90%,4%,90%,2%,2%,2%,수학(가),2016.07.06,학력평가
4505,6,3,하,3,90%,4%,2%,90%,2%,1%,수학(가),2016.07.06,학력평가
4506,7,5,하,3,91%,3%,2%,2%,2%,91%,수학(가),2016.07.06,학력평가
4507,8,3,중,3,79%,12%,5%,79%,3%,1%,수학(가),2016.07.06,학력평가
4508,9,3,중하,3,88%,4%,3%,88%,2%,2%,수학(가),2016.07.06,학력평가
4509,10,4,중하,3,86%,4%,2%,6%,86%,2%,수학(가),2016.07.06,학력평가
4510,11,2,중하,3,87%,5%,87%,4%,2%,2%,수학(가),2016.07.06,학력평가
4511,12,2,중하,3,89%,4%,89%,3%,3%,1%,수학(가),2016.07.06,학력평가
4512,13,2,중하,3,82%,5%,82%,6%,3%,3%,수학(가),2016.07.06,학력평가
4513,14,4,중하,4,82%,6%,4%,4%,82%,4%,수학(가),2016.07.06,학력평가
4514,15,1,중하,4,88%,88%,3%,5%,2%,2%,수학(가),2016.07.06,학력평가
4515,16,5,중,4,75%,6%,4%,8%,7%,75%,수학(가),2016.07.06,학력평가
4516,17,1,중,4,78%,78%,11%,3%,5%,3%,수학(가),2016.07.06,학력평가
4517,18,5,중,4,77%,6%,7%,6%,4%,77%,수학(가),2016.07.06,학력평가
4518,19,1,중하,4,86%,86%,4%,4%,3%,4%,수학(가),2016.07.06,학력평가
4519,20,5,중,4,76%,8%,3%,10%,3%,76%,수학(가),2016.07.06,학력평가
4520,21,1,중상,4,55%,55%,12%,8%,15%,9%,수학(가),2016.07.06,학력평가
4521,22,40,중하,3,85%,15% (주관식),,,,,수학(가),2016.07.06,학력평가
4522,23,48,중,3,75%,25% (주관식),,,,,수학(가),2016.07.06,학력평가
4523,24,6,중,3,72%,28% (주관식),,,,,수학(가),2016.07.06,학력평가
4524,25,56,중,3,64%,36% (주관식),,,,,수학(가),2016.07.06,학력평가
4525,26,18,중하,4,82%,18% (주관식),,,,,수학(가),2016.07.06,학력평가
4526,27,12,중,4,77%,23% (주관식),,,,,수학(가),2016.07.06,학력평가
4527,28,14,중,4,65%,35% (주관식),,,,,수학(가),2016.07.06,학력평가
4528,29,60,최상,4,17%,83% (주관식),,,,,수학(가),2016.07.06,학력평가
4529,30,25,최상,4,18%,82% (주관식),,,,,수학(가),2016.07.06,학력평가
4530,1,2,하,2,92%,4%,92%,2%,1%,1%,수학(나),2016.07.06,학력평가
4531,2,1,하,2,93%,93%,2%,2%,2%,1%,수학(나),2016.07.06,학력평가
4532,3,1,하,2,91%,91%,2%,3%,2%,1%,수학(나),2016.07.06,학력평가
4533,4,4,중,3,75%,3%,2%,3%,75%,18%,수학(나),2016.07.06,학력평가
4534,5,1,하,3,90%,90%,3%,3%,2%,2%,수학(나),2016.07.06,학력평가
4535,6,4,중하,3,89%,3%,2%,5%,89%,2%,수학(나),2016.07.06,학력평가
4536,7,4,중,3,78%,14%,3%,3%,78%,2%,수학(나),2016.07.06,학력평가
4537,8,2,중하,3,87%,3%,87%,5%,3%,2%,수학(나),2016.07.06,학력평가
4538,9,5,중하,3,84%,4%,3%,6%,3%,84%,수학(나),2016.07.06,학력평가
4539,10,3,중,3,79%,4%,7%,79%,7%,4%,수학(나),2016.07.06,학력평가
4540,11,3,중하,3,83%,5%,6%,83%,3%,3%,수학(나),2016.07.06,학력평가
4541,12,4,중,3,64%,6%,7%,18%,64%,4%,수학(나),2016.07.06,학력평가
4542,13,3,중하,3,84%,4%,4%,84%,4%,3%,수학(나),2016.07.06,학력평가
4543,14,5,중,4,67%,7%,7%,10%,10%,67%,수학(나),2016.07.06,학력평가
4544,15,1,중,4,74%,74%,6%,6%,9%,5%,수학(나),2016.07.06,학력평가
4545,16,2,중하,4,80%,5%,80%,5%,7%,3%,수학(나),2016.07.06,학력평가
4546,17,2,중,4,64%,8%,64%,9%,13%,7%,수학(나),2016.07.06,학력평가
4547,18,5,중,4,62%,5%,5%,17%,11%,62%,수학(나),2016.07.06,학력평가
4548,19,3,중상,4,51%,14%,11%,51%,14%,10%,수학(나),2016.07.06,학력평가
4549,20,5,중,4,61%,6%,7%,15%,11%,61%,수학(나),2016.07.06,학력평가
4550,21,5,중상,4,51%,13%,8%,15%,13%,51%,수학(나),2016.07.06,학력평가
4551,22,48,중하,3,81%,19% (주관식),,,,,수학(나),2016.07.06,학력평가
4552,23,40,중,3,75%,25% (주관식),,,,,수학(나),2016.07.06,학력평가
4553,24,21,중,3,71%,29% (주관식),,,,,수학(나),2016.07.06,학력평가
4554,25,78,중,3,79%,21% (주관식),,,,,수학(나),2016.07.06,학력평가
4555,26,120,중,4,62%,38% (주관식),,,,,수학(나),2016.07.06,학력평가
4556,27,63,중상,4,50%,50% (주관식),,,,,수학(나),2016.07.06,학력평가
4557,28,54,상,4,39%,61% (주관식),,,,,수학(나),2016.07.06,학력평가
4558,29,192,최상,4,21%,79% (주관식),,,,,수학(나),2016.07.06,학력평가
4559,30,137,최상,4,9%,91% (주관식),,,,,수학(나),2016.07.06,학력평가
4560,1,5,중하,2,86%,8%,2%,3%,2%,86%,수학(가),2016.06.02,모의평가
4561,2,3,중하,2,85%,6%,5%,85%,2%,2%,수학(가),2016.06.02,모의평가
4562,3,3,중하,2,89%,4%,2%,89%,3%,1%,수학(가),2016.06.02,모의평가
4563,4,2,중하,3,88%,4%,88%,3%,3%,2%,수학(가),2016.06.02,모의평가
4564,5,4,중하,3,87%,5%,3%,3%,87%,3%,수학(가),2016.06.02,모의평가
4565,6,4,중하,3,85%,6%,3%,3%,85%,2%,수학(가),2016.06.02,모의평가
4566,7,1,중하,3,86%,86%,5%,3%,4%,2%,수학(가),2016.06.02,모의평가
4567,8,2,중하,3,84%,6%,84%,5%,3%,2%,수학(가),2016.06.02,모의평가
4568,9,5,중하,3,84%,5%,4%,4%,3%,84%,수학(가),2016.06.02,모의평가
4569,10,3,중,3,77%,6%,6%,77%,4%,6%,수학(가),2016.06.02,모의평가
4570,11,1,중하,3,87%,87%,4%,3%,3%,3%,수학(가),2016.06.02,모의평가
4571,12,5,중하,3,81%,5%,5%,5%,3%,81%,수학(가),2016.06.02,모의평가
4572,13,2,중하,3,84%,5%,84%,5%,4%,2%,수학(가),2016.06.02,모의평가
4573,14,4,중,4,73%,6%,12%,5%,73%,4%,수학(가),2016.06.02,모의평가
4574,15,4,중하,4,82%,5%,5%,5%,82%,4%,수학(가),2016.06.02,모의평가
4575,16,5,중,4,77%,7%,5%,5%,6%,77%,수학(가),2016.06.02,모의평가
4576,17,1,중하,4,83%,83%,6%,4%,4%,3%,수학(가),2016.06.02,모의평가
4577,18,3,중하,4,82%,6%,5%,82%,4%,3%,수학(가),2016.06.02,모의평가
4578,19,2,중,4,77%,7%,77%,6%,6%,3%,수학(가),2016.06.02,모의평가
4579,20,4,중,4,60%,15%,8%,9%,60%,8%,수학(가),2016.06.02,모의평가
4580,21,1,중상,4,57%,57%,7%,11%,6%,18%,수학(가),2016.06.02,모의평가
4581,22,2,중하,3,83%,17% (주관식),,,,,수학(가),2016.06.02,모의평가
4582,23,8,중하,3,83%,17% (주관식),,,,,수학(가),2016.06.02,모의평가
4583,24,60,중하,3,80%,20% (주관식),,,,,수학(가),2016.06.02,모의평가
4584,25,4,중하,3,84%,16% (주관식),,,,,수학(가),2016.06.02,모의평가
4585,26,6,중,4,74%,26% (주관식),,,,,수학(가),2016.06.02,모의평가
4586,27,36,중,4,71%,29% (주관식),,,,,수학(가),2016.06.02,모의평가
4587,28,19,중상,4,50%,50% (주관식),,,,,수학(가),2016.06.02,모의평가
4588,29,15,상,4,32%,68% (주관식),,,,,수학(가),2016.06.02,모의평가
4589,30,83,최상,4,6%,94% (주관식),,,,,수학(가),2016.06.02,모의평가
4590,1,3,중하,2,87%,6%,3%,87%,2%,2%,수학(나),2016.06.02,모의평가
4591,2,4,중하,2,86%,3%,5%,4%,86%,2%,수학(나),2016.06.02,모의평가
4592,3,3,하,2,90%,4%,3%,90%,2%,2%,수학(나),2016.06.02,모의평가
4593,4,4,중하,3,82%,5%,6%,4%,82%,3%,수학(나),2016.06.02,모의평가
4594,5,5,중하,3,85%,4%,3%,5%,3%,85%,수학(나),2016.06.02,모의평가
4595,6,4,중,3,77%,7%,7%,6%,77%,3%,수학(나),2016.06.02,모의평가
4596,7,1,중하,3,84%,84%,6%,3%,3%,5%,수학(나),2016.06.02,모의평가
4597,8,5,중하,3,81%,4%,4%,6%,5%,81%,수학(나),2016.06.02,모의평가
4598,9,1,중하,3,81%,81%,5%,6%,5%,3%,수학(나),2016.06.02,모의평가
4599,10,1,중하,3,82%,82%,5%,4%,4%,4%,수학(나),2016.06.02,모의평가
4600,11,2,중,3,79%,8%,79%,6%,4%,3%,수학(나),2016.06.02,모의평가
4601,12,3,중하,3,85%,4%,5%,85%,4%,2%,수학(나),2016.06.02,모의평가
4602,13,4,중,3,73%,7%,4%,11%,73%,5%,수학(나),2016.06.02,모의평가
4603,14,3,중,4,72%,7%,8%,72%,8%,5%,수학(나),2016.06.02,모의평가
4604,15,1,중,4,74%,74%,6%,6%,6%,8%,수학(나),2016.06.02,모의평가
4605,16,2,중,4,68%,13%,68%,6%,5%,7%,수학(나),2016.06.02,모의평가
4606,17,5,상,4,47%,8%,21%,11%,13%,47%,수학(나),2016.06.02,모의평가
4607,18,2,중상,4,50%,10%,50%,18%,15%,7%,수학(나),2016.06.02,모의평가
4608,19,2,중,4,67%,9%,67%,9%,8%,7%,수학(나),2016.06.02,모의평가
4609,20,5,중,4,66%,8%,9%,8%,9%,66%,수학(나),2016.06.02,모의평가
4610,21,5,상,4,38%,13%,20%,20%,8%,38%,수학(나),2016.06.02,모의평가
4611,22,24,중,3,79%,21% (주관식),,,,,수학(나),2016.06.02,모의평가
4612,23,25,중,3,78%,22% (주관식),,,,,수학(나),2016.06.02,모의평가
4613,24,60,중,3,71%,29% (주관식),,,,,수학(나),2016.06.02,모의평가
4614,25,96,중,3,76%,24% (주관식),,,,,수학(나),2016.06.02,모의평가
4615,26,10,중,4,70%,30% (주관식),,,,,수학(나),2016.06.02,모의평가
4616,27,30,중상,4,55%,45% (주관식),,,,,수학(나),2016.06.02,모의평가
4617,28,12,중상,4,53%,47% (주관식),,,,,수학(나),2016.06.02,모의평가
4618,29,186,최상,4,17%,83% (주관식),,,,,수학(나),2016.06.02,모의평가
4619,30,78,최상,4,5%,95% (주관식),,,,,수학(나),2016.06.02,모의평가
4620,1,2,하,2,90%,5%,90%,2%,2%,1%,수학(가),2016.04.06,학력평가
4621,2,4,하,2,90%,4%,3%,3%,90%,1%,수학(가),2016.04.06,학력평가
4622,3,4,중하,2,89%,4%,3%,3%,89%,1%,수학(가),2016.04.06,학력평가
4623,4,2,중하,3,89%,5%,89%,3%,2%,2%,수학(가),2016.04.06,학력평가
4624,5,1,중하,3,87%,87%,2%,6%,2%,2%,수학(가),2016.04.06,학력평가
4625,6,3,중하,3,86%,5%,4%,86%,2%,3%,수학(가),2016.04.06,학력평가
4626,7,5,중하,3,84%,4%,4%,5%,3%,84%,수학(가),2016.04.06,학력평가
4627,8,3,중하,3,84%,5%,5%,84%,3%,2%,수학(가),2016.04.06,학력평가
4628,9,5,중하,3,84%,5%,2%,5%,4%,84%,수학(가),2016.04.06,학력평가
4629,10,4,중하,3,82%,4%,3%,6%,82%,6%,수학(가),2016.04.06,학력평가
4630,11,2,중하,3,86%,5%,86%,4%,3%,2%,수학(가),2016.04.06,학력평가
